Gene,GSM461348,GSM461349,GSM461350,GSM1634925,GSM1634926,GSM1634927,GSM1634928,GSM1634937,GSM1634938,GSM1634939,GSM1701025,GSM1701026,GSM1701027,GSM1701038,GSM1701039,GSM1701040
IRGM,12.6617,7.51928,10.3284,4.667392,3.88365,4.490125,4.126616,6.25208,5.639812,4.536349,1.79636,2.08579,1.79834,2.71188,1.78914,1.8329
CCDC141,14.5118,8.11916,8.69305,5.240365,9.13286,8.998919,5.662384,8.907449,7.40984,8.164532,1.71972,1.62316,1.88051,1.48573,1.71643,1.9086
RPL34-DT,12.0607,23.7393,12.8429,3.835586,3.990171,3.803845,3.85403,5.116519,5.562942,5.229929,1.82489,2.29224,2.20051,2.49721,2.35188,2.26074
BTRC,3.43757,4.91214,3.59735,5.672177,6.753394,5.851254,5.300536,5.880002,5.754817,6.02125,1.97783,1.65125,1.66364,2.56181,2.24375,2.24203
TEDC2-AS1,5.42579,5.05495,8.18726,5.361696,4.89911,4.692,4.227926,7.974209,11.11429,8.311295,1.46495,1.9087,1.74515,2.02701,1.69878,1.51547
HSD17B4,12.8856,14.4898,15.3538,6.422041,9.48877,9.36524,6.453671,9.387476,9.881468,10.03486,1.64673,1.76916,1.86695,2.8793,1.78499,1.48971
LOC101929073,12.407,6.12265,12.6532,7.92668,8.574927,8.715455,8.121661,9.864453,9.621462,9.687597,1.97245,2.08956,1.92359,2.56997,2.22545,1.91468
LOC158434,11.5284,9.2495,17.7111,3.06073,3.638218,4.020756,3.848587,3.802825,2.79728,3.253152,1.54119,1.49878,1.64637,1.70268,2.20604,1.83046
LCTL,11.4624,11.7407,12.383,11.00163,10.30139,11.12317,11.24695,9.003893,9.72321,8.92796,1.55817,1.96198,1.41799,4.39517,2.01843,1.70922
PLPPR5-AS1,14.3535,17.35,12.9743,9.489154,9.352158,7.886829,9.000795,5.701095,6.314918,5.701015,1.63768,1.83326,2.20972,2.80837,1.74214,1.76237
BHLHE22-AS1,12.1487,14.9892,17.6875,5.899418,4.420617,5.512981,4.81654,4.802577,3.689344,4.298606,2.03283,1.80592,1.78837,2.47305,2.11457,1.60382
COL18A1-AS1,10.323,12.9519,19.3646,7.881244,11.09404,11.52052,8.938698,11.42048,11.01447,10.61167,3.57391,3.66507,3.67138,3.70608,3.67119,3.57391
QPRT,11.7139,6.31685,7.05616,8.309498,7.135329,6.764103,7.453674,8.55547,7.209737,8.918026,1.83993,1.85388,1.65469,2.24908,1.93627,1.65432
QPRT,6.85501,15.481,13.4657,7.454705,6.812079,8.239668,6.889096,8.827872,8.347557,8.46247,1.73068,1.62316,1.96256,2.59177,1.65003,1.94843
LINC01234,8.59849,4.69223,16.9707,4.484554,6.398907,6.66932,3.770237,9.089287,8.932136,6.971395,2.25915,2.06809,2.3393,2.03554,2.08237,2.05606
KLHDC1,5.42444,0.379605,4.29289,7.346496,11.56451,11.63676,9.23677,10.87846,10.28236,10.12709,1.7367,1.58429,1.60561,1.77057,1.88992,1.40706
LOC100133920,8.91198,9.09901,8.67601,7.483356,7.143084,7.214907,6.603233,8.100342,6.066453,6.134805,1.79278,1.91398,2.0394,2.46631,1.93077,2.29224
LINC02905,6.38499,4.73477,7.85455,6.727641,6.976779,7.708889,6.844489,6.754825,7.07967,7.365905,1.74069,1.90027,2.20604,2.73133,1.96932,2.07786
LMOD3,8.82328,6.6782,7.97836,8.835341,7.399977,6.75963,8.373783,7.471563,7.194969,6.959323,1.54119,1.80635,1.65093,4.28558,1.74214,1.82491
PACRG-AS2,10.7741,8.00916,13.6335,6.123806,8.75836,9.465513,7.151703,8.821847,8.274483,10.0828,1.87601,2.08847,2.02828,3.41629,2.13901,1.90799
LOC101927588,11.8542,21.03,15.2099,8.040599,6.637669,5.572193,7.261788,7.770222,6.509237,7.29779,2.371,2.01296,1.82943,3.5861,2.43395,2.41194
HYAL6P,9.89642,9.84756,17.7188,8.399348,10.05464,9.650113,9.405257,9.415796,10.62982,10.91723,1.70296,2.18146,1.84035,2.94801,1.6997,2.16549
OFCC1,7.87458,3.33329,36.4269,6.238589,8.929742,9.096295,6.687522,8.064145,8.500589,9.271807,1.50197,1.62316,1.77231,2.02673,1.57933,1.66443
ELL,13.8065,22.5932,160.46,2.290012,2.094069,2.111559,2.387171,3.287194,2.39912,3.827764,1.94012,2.28394,2.04911,3.69868,2.20604,2.15718
HPRT1,3.52147,4.63719,3.29052,7.734516,6.450937,7.436756,7.051958,6.669343,8.494893,7.820979,1.66911,1.6267,1.50289,1.90124,1.69766,1.63754
CMTM6,3.30326,0.835073,3.84712,5.381057,3.867514,3.605568,5.600887,3.597155,3.666743,3.936335,1.61842,1.65208,1.87554,2.0679,2.02765,1.47314
SMAD4,9.21706,15.4327,29.5788,7.15161,4.690796,4.137993,7.35944,5.230747,8.08534,6.127224,1.83618,1.73957,1.90234,2.78557,1.81122,2.08587
RAB3IP,4.538,5.55728,3.31175,7.756834,8.313145,9.004372,7.935138,10.04632,10.38934,8.044722,1.64524,1.59945,1.59637,2.65999,1.913,1.51111
RAB3IP,2.5319,1.73817,2.3232,9.499918,6.744095,6.990993,8.960234,7.272168,9.257782,8.684178,1.63924,1.8,1.8363,1.88747,1.64427,1.47819
EDRF1-DT,12.4178,11.4991,21.7846,6.716082,4.125797,4.312483,6.520306,3.010039,5.727965,5.306872,1.74049,1.70146,1.76535,2.75382,1.98055,2.29224
ACTG1P17,4.14141,10.1405,30.7053,5.217005,4.510868,3.972086,5.288637,2.919717,5.441514,5.152514,3.05285,2.96697,3.064,3.48179,3.14447,3.24111
LMO3,10.4499,13.1549,24.8552,3.61019,2.938342,2.339983,2.957528,2.272734,3.095346,2.429601,1.77925,1.8959,1.88574,3.6752,2.01854,1.65676
LOC100288656,10.9027,21.6205,24.1944,3.867481,4.122949,2.603144,4.760532,2.807204,2.712473,2.677486,2.43815,2.5749,1.86695,4.98383,3.98582,4.33684
SH3GL1P1,8.4919,7.42369,10.1288,3.161576,1.917982,2.635956,2.802096,2.268097,2.232908,1.975374,1.72177,1.93196,1.94431,3.17787,1.9058,1.87305
MAF,6.40602,8.05959,5.23544,7.304347,5.534284,5.185803,7.597455,5.393945,4.473071,3.973965,1.68682,1.53898,1.6832,2.30552,1.87368,1.62697
CHML,6.68403,6.07618,7.94198,7.304959,8.175734,8.70685,7.262167,9.04388,10.10986,9.257454,1.58442,1.60174,1.92184,1.77993,1.60174,1.5977
CWF19L2,11.6449,20.7596,13.4025,5.780844,4.711121,4.300869,6.139556,3.297988,4.834179,2.998247,1.94012,2.31494,1.73582,4.59054,1.70065,2.10401
SVEP1,14.1207,16.4395,19.4566,6.235499,7.649306,7.381161,6.33316,7.848012,8.48293,8.338294,1.92507,1.99926,2.6215,2.60785,2.20604,2.01758
TFB2M,8.36726,8.17458,12.1252,7.09922,9.201505,10.74767,6.41574,8.118879,7.768321,9.111275,1.6229,1.55345,1.68732,1.78312,1.95315,1.55284
CTTN,5.08289,5.83857,12.6236,5.94245,9.781181,9.746848,6.110981,9.013213,8.926661,9.088878,2.02708,1.94086,2.36743,3.15802,2.21493,2.34457
CLDND1,8.66078,10.8135,18.4306,4.441526,5.986006,6.184626,4.387007,5.143355,5.765628,6.845551,1.60146,1.58493,1.81037,2.22173,1.86998,1.80979
BDNF-AS,13.0985,8.22161,15.3813,6.689445,4.622848,3.68316,4.940863,8.1753,9.508628,8.854014,1.56976,1.96573,1.63487,1.99581,1.93871,2.00103
OR2H1,12.8853,79.2572,96.3017,5.26353,3.030206,4.522754,4.35825,5.053726,3.718465,4.314727,2.07668,1.91852,2.02462,2.16965,2.48973,2.45196
DNAH14,11.546,12.0707,15.4642,2.952078,2.421667,4.288502,3.037225,8.568926,2.757676,3.366078,1.68317,1.74225,1.72023,1.9346,1.68978,1.76127
CT45A7,6.22642,321.685,13.1222,3.650302,5.736954,4.752139,3.81356,4.482016,5.179625,4.962577,1.5903,2.03405,1.65689,2.19549,1.87845,1.74956
HMGA2,11.4964,6.4852,7.17413,4.219083,8.778451,9.418778,4.36797,8.633296,8.182711,7.597312,1.53573,1.62316,1.61463,1.93302,1.57043,1.90253
HMGA2,5.67741,3.19881,12.1649,7.110287,5.448699,6.525583,7.273155,5.001941,9.424482,5.471206,2.03838,1.42044,1.7003,2.0411,1.80711,1.73044
ZNF208,9.25686,12.0589,10.5473,5.122573,4.498556,3.173115,4.022478,2.491054,2.686198,2.632797,1.6769,1.62989,1.88576,2.09667,1.94609,1.76512
ATP8B5P,6.75415,10.3529,10.7463,4.774942,8.966744,7.029394,5.40542,6.80954,6.287665,7.613645,1.85299,2.08956,1.66427,2.71188,1.94091,1.64134
TTC7B-AS1,14.5793,13.4814,13.4504,5.65948,6.280209,7.304959,5.766909,7.878244,7.751697,7.378007,2.08956,1.71491,2.2959,3.09072,2.80531,2.30793
RGS13,9.17385,7.58529,17.1222,7.370219,6.163535,10.80626,7.808365,8.387207,8.212034,6.655745,1.55147,1.63832,1.49233,2.8036,1.32774,1.42223
LOC102725116,13.3594,10.2857,12.0232,3.225337,3.743003,3.984206,3.567021,5.514379,4.837758,4.526198,1.64088,1.6832,2.02938,2.06203,1.65348,1.72253
NADSYN1,3.43427,2.10806,2.61941,8.243027,9.563864,9.405506,8.361261,10.24847,8.65753,8.755885,2.1845,2.5667,2.71643,2.80681,1.97782,2.11941
CRPPA-AS1,12.7563,22.9261,14.6839,4.378952,2.856494,6.020846,5.078197,6.896728,7.130929,7.303901,1.94012,1.87465,2.2096,4.10229,2.45836,1.90799
LRIG2-DT,13.6113,6.60209,18.5043,5.256661,3.885557,4.06663,5.605894,3.447131,3.525807,3.854228,1.97103,1.59566,1.80838,2.22173,1.63485,1.9275
PTPRK-AS1,6.20628,5.96888,5.05111,5.09448,8.342721,9.685287,4.830509,8.834635,7.452113,8.318295,1.72257,1.56584,1.72341,1.88747,1.75181,1.70832
LINC01492,11.9248,12.7784,18.1438,4.809021,3.937987,3.479467,5.32944,7.810757,7.553068,5.141195,1.55706,1.69441,1.90799,2.99671,1.85526,2.01181
PIK3C2A,13.6698,22.2128,26.3985,6.290102,4.961881,6.230465,5.235281,5.616821,6.017863,5.882447,1.72177,1.65737,1.71702,2.05917,1.71702,1.66642
ZNF677,12.8925,22.1228,14.0597,5.160446,4.498343,4.552882,5.365369,4.896253,4.196074,4.814348,2.48132,2.27864,1.96664,1.91221,2.30261,2.72186
ANKRD36BP2,14.9762,41.1486,18.4732,7.399611,5.835689,5.997988,6.994064,4.744449,5.360112,5.497623,6.9346,3.68651,3.40347,2.78067,7.41272,8.78261
IQGAP3,14.6096,3.35767,6.61535,5.633949,5.967252,6.257054,4.782779,6.839297,5.849486,6.316607,2.62263,2.51522,2.1749,3.02168,2.20604,1.76512
C15orf62,13.9149,10.7948,18.9138,5.521649,5.59938,5.358905,6.575799,7.206709,5.701921,6.28302,1.72049,2.34543,2.01594,2.03392,1.99919,1.81831
TP53BP1,14.7944,22.569,26.6585,8.936481,11.02851,11.07669,8.043636,9.661143,8.49824,11.03865,2.28709,2.81742,2.86183,3.58611,2.63925,3.26922
CCNC,13.3046,8.87791,10.0683,3.107836,2.953828,3.17284,3.316617,4.142048,2.474594,3.464032,3.5037,2.90607,4.34169,4.12256,4.53151,3.47584
GRIA4,0.428766,2.11198,0.388521,9.453194,12.55155,13.21644,11.63877,12.31053,11.97223,11.90997,1.79238,1.91436,1.6832,1.75475,1.74173,2.03682
MYO3A,11.2345,14.6219,9.48679,9.753763,7.915208,7.79581,9.708771,8.031173,8.050381,8.44092,1.8333,1.89632,2.28929,2.71188,1.89704,1.68694
PKIA-AS1,7.85282,7.29046,9.27567,6.401181,5.288382,6.77941,7.340752,7.143502,4.301455,5.236681,1.77937,1.62316,1.90478,3.16323,1.89804,1.76881
INTS4,12.9945,14.0072,16.9092,5.765726,9.152744,9.753995,5.382318,9.937373,8.388828,8.474386,1.6831,1.62316,1.86532,2.02938,1.71464,2.3022
INTS4,1.78079,1.29879,0.680857,5.237596,3.789175,8.461071,4.657748,8.209004,6.589809,6.567654,1.85301,1.87476,1.6363,1.97469,2.11278,1.69829
FMNL1,13.653,12.6996,24.2925,6.069402,7.407254,5.856097,5.387067,9.418896,8.802685,9.437973,1.93452,2.27,1.98293,3.21845,2.20373,2.16838
UBE3D,8.84753,11.4329,20.1434,5.369534,8.189638,7.936122,5.024117,9.231342,8.462059,8.47922,1.62107,1.67873,2.09208,1.73455,2.72052,3.56277
TMEM67,12.2847,17.956,13.7809,5.439508,7.342769,7.571056,5.026432,7.136761,8.157465,8.808346,2.00713,2.08956,2.18373,2.54213,1.89083,1.90799
SAMD5,7.55691,13.169,8.64174,3.382039,6.839619,7.495831,4.367788,8.453908,9.264486,9.314091,1.9421,1.88821,1.72341,1.6794,2.32509,1.85053
ZNF876P,14.9839,10.3009,9.20242,5.633921,9.238731,7.630332,5.890518,8.268061,9.59965,8.413553,1.76102,1.49878,1.76302,1.74007,1.97717,1.66852
LHX8,10.4565,8.32898,10.3639,6.272621,8.555855,7.466034,6.683554,7.671047,6.916874,7.608009,1.73808,1.70868,1.56641,1.83276,1.90097,1.56548
TTC3,13.7649,24.8441,9.72656,7.826447,6.819641,7.304959,6.816376,7.889215,7.818439,7.686388,4.99567,4.01987,3.66075,2.71188,4.67599,4.53512
PTPN18,5.66599,8.67899,2.71903,6.52354,11.16592,10.78332,7.432032,9.117445,9.242949,9.285732,1.54352,1.85235,1.90839,2.71188,1.86893,1.68467
F11,7.10188,1.57762,5.37242,6.212068,4.39177,10.41756,6.091266,6.48807,4.893479,5.404006,1.29937,1.40492,1.5044,1.86867,1.54697,1.62574
MYSM1,6.77796,6.01873,7.02495,5.087873,10.82507,10.03964,4.891289,10.07107,10.69334,10.09051,1.35654,1.85094,1.97191,2.39068,1.86071,1.7201
LOC101928052,9.18189,6.69823,11.2925,5.247119,7.079369,7.333746,5.446464,7.908052,7.540543,7.337185,1.57323,1.47906,1.60561,2.69191,2.05928,1.51498
BCL2L14,10.7359,9.09468,16.9463,9.646443,11.41339,11.3653,10.07729,11.71415,11.62367,12.00548,1.5571,1.73771,1.52915,2.52906,2.02322,1.72517
ASZ1,9.77529,7.89877,6.17679,7.816609,6.824703,5.844786,7.453713,4.444703,4.432053,4.313678,1.44394,1.57125,1.6715,2.51987,1.62181,1.53115
LRRC37A7P,3.38916,0.0567283,0.226913,6.741401,6.5897,7.340269,5.82838,6.769198,5.408532,6.869406,1.70284,1.92091,2.03119,3.68967,2.20604,1.73901
LRRC37A7P,9.17891,15.2667,8.84398,5.479305,6.865187,7.603515,5.274669,6.952988,6.619123,7.306159,1.71066,1.49878,1.73235,3.2974,1.7992,1.99245
CDR2-DT,7.82321,7.59964,3.31527,5.095055,10.03364,9.322904,5.702669,9.893317,9.066147,9.439239,1.90648,1.76916,1.7528,2.06846,2.16368,1.98963
SERAC1,8.17112,29.4084,22.1466,5.2201,4.165938,4.393343,5.882034,3.108469,3.338189,3.533,2.32724,2.02446,2.02938,2.51283,2.15661,1.90799
SLC6A15,6.83266,3.60745,4.6603,5.973875,6.722126,6.654875,5.735462,7.588112,6.882257,6.954963,1.6583,1.71728,1.7573,2.63431,1.64583,1.60523
PREX2,9.43721,5.224,1.81896,7.451806,8.534769,5.749249,6.74918,5.703043,8.927596,10.37735,1.60225,1.76916,1.73602,2.26358,2.20604,2.30412
LOC101928834,11.2891,7.50536,7.03194,4.605421,3.753202,3.762304,4.824691,3.62302,3.603463,3.486526,2.0058,2.49946,2.20604,4.12428,2.19495,2.66741
UNC13C,13.7304,10.6163,21.6284,4.363011,3.574874,4.200144,3.311208,6.366524,4.323151,3.268552,1.6583,1.96128,1.72341,2.32497,2.08026,1.40706
LINC00907,6.14318,12.3781,6.73704,5.976921,5.413885,5.227775,5.367824,4.356112,5.301947,5.367775,1.54119,1.5956,1.57882,2.21374,2.06756,1.77533
CFHR3,8.43328,7.75556,7.33439,4.565168,7.212934,7.638748,3.515001,10.32213,7.483028,6.465125,1.68202,1.90627,2.00368,2.29727,1.92704,1.89121
LATS1,12.34,23.9681,16.5586,8.861902,9.974334,7.952075,8.982599,10.03789,10.66343,10.52332,1.94012,2.10361,1.59544,3.01863,1.99293,1.94756
ANKRD20A12P,4.45581,7.02337,6.29094,5.981157,4.116632,4.53877,5.013928,4.70327,4.479506,4.427821,2.13654,2.19955,1.68532,2.3895,3.25022,2.18846
ATM,10.1202,9.34802,5.3723,6.819255,6.456569,7.065917,6.71693,6.747248,6.670628,7.389498,1.7369,1.92468,2.18948,2.52325,1.82074,1.70858
ZNF169,5.07508,6.1675,7.2069,5.284464,4.588489,4.55842,4.727514,5.223286,5.946606,5.844919,2.07257,1.94012,1.9689,2.01006,1.9821,2.07895
DDX3Y,2.06975,5.55982,0.0937782,4.312074,8.005831,9.654155,3.142044,7.845678,4.899558,3.861866,1.71215,2.04546,1.637,2.00981,2.0595,1.62461
CATSPERB,13.9887,19.8948,15.6163,4.023175,4.718966,7.281247,5.0316,8.250014,10.909,9.654929,2.01382,1.80908,2.0854,1.99944,2.24765,1.66538
ANKRD30BP3,6.7945,16.3368,22.9305,4.008734,3.961829,3.958634,4.227937,6.259905,3.399582,3.305091,2.08956,1.81924,1.88374,3.17215,2.06259,1.94972
MPZL3,9.99122,11.8453,16.9304,6.473684,4.342793,3.667228,5.142211,4.262898,2.877793,3.912934,2.63788,2.37842,2.41369,4.81394,3.18563,2.83266
EIF3F,11.7761,12.6038,13.5634,10.16001,9.655813,9.028622,10.43233,8.582376,8.126654,8.49544,1.80148,1.76997,1.76337,2.49277,1.71724,2.33457
RERE,9.41016,14.2661,37.1007,5.294736,4.200183,4.12077,4.88765,5.064023,3.886414,3.829596,3.07865,2.30897,2.22073,2.32316,2.25624,2.51702
WSB1,7.31482,11.3826,9.59108,12.171,8.852119,9.574795,12.00986,6.600023,6.203877,6.413416,2.27648,2.5103,2.31614,3.49786,2.27486,3.00675
METAP2,1.91554,5.21266,2.43915,7.211608,5.429897,6.854014,6.685795,5.005736,6.864017,5.265695,1.72094,1.84741,1.45372,3.32781,1.86702,1.82685
SFRP1,10.7149,12.4385,11.1301,7.511777,3.666228,3.528358,6.658714,1.882661,3.213616,3.200671,2.71137,2.36686,3.7373,2.55149,5.12809,4.33684
RGS1,13.8117,35.9133,14.4474,6.272621,8.653168,8.390277,7.511675,9.669897,10.57858,10.07908,1.54119,1.62316,1.2926,1.88562,1.74605,1.93369
HPGD,9.04464,37.5663,31.1489,3.577689,3.904154,4.031536,3.794313,3.533404,3.548072,3.128931,1.54119,1.9162,1.78537,1.88747,1.86348,2.07758
SYT1,10.735,13.833,14.3971,7.256007,5.229333,5.175029,6.617959,4.26874,4.983253,4.685368,2.05975,1.5279,1.65276,2.98677,2.76366,2.45364
EIF1AY,10.9511,11.5174,16.3355,5.058059,3.605909,3.882773,3.746319,8.37761,5.773649,5.314978,1.9477,1.54114,1.87833,1.73984,1.84726,1.77808
PTPRZ1,13.8657,14.4038,18.0112,6.035655,4.231045,4.454365,5.076447,4.699337,4.154575,3.46741,1.52561,1.72556,1.9675,2.266,1.57043,1.63293
HUS1,8.39518,9.69311,11.0888,4.010254,3.207239,2.641845,4.414145,2.568712,3.267717,2.377963,2.03746,1.98333,2.2882,3.13346,2.55779,1.76512
INHBA,13.2374,14.6042,13.521,3.544362,3.17398,3.704652,4.708016,7.429989,8.370676,8.505278,2.35504,2.4659,2.18907,2.60371,2.09787,2.15784
SLC16A4,5.38767,12.9539,12.8228,7.290127,5.016639,5.55252,6.543516,4.09981,4.142326,4.552735,3.27353,2.66788,2.2421,2.66897,3.1432,3.44162
MDM2,12.7792,16.9731,17.8787,5.031113,2.501883,2.340241,4.538283,2.49971,2.047077,2.869893,2.59421,3.12816,2.70754,3.5873,3.59334,3.50094
SLC22A3,9.94111,11.4654,6.19011,6.7611,6.181818,5.022402,6.427788,6.223161,6.061881,6.738775,1.47781,1.98445,2.11373,2.02054,1.97044,2.44887
ITGBL1,9.31128,11.7707,23.5718,5.852421,3.522343,4.210382,6.056,2.77631,3.021928,2.698288,2.57219,2.21144,2.20604,4.36516,2.42863,2.58613
CPA1,13.6657,20.2233,8.34741,3.459846,2.417709,3.127865,3.364413,1.803311,2.037331,2.425244,1.8951,1.96768,1.89808,2.8142,1.59307,2.08988
GYPA,2.02416,5.48462,2.2532,4.356631,7.147575,7.002533,3.735471,7.333302,6.214203,7.104404,1.62739,1.71005,1.6925,2.25705,1.8425,1.81286
KL,14.9053,14.522,14.8777,4.497027,5.264192,5.370701,5.314418,6.278926,5.795386,4.582618,1.9406,1.92476,2.14268,2.93235,3.34336,2.79275
RHAG,12.37,12.5168,21.0054,4.779926,9.150962,8.622328,6.12435,8.106972,8.08251,7.768306,1.54119,2.19801,1.8802,1.79524,1.74214,1.62697
CEACAM7,13.1458,15.8156,21.2135,5.693757,4.52511,4.959319,4.96989,5.584903,3.761709,4.498084,1.75258,1.77745,1.5753,2.03419,2.41538,1.72045
MEOX2,7.32653,1.04462,2.17283,4.900602,6.876434,9.017264,6.297771,7.838513,8.411155,6.348204,1.60067,1.49878,1.46704,1.81863,1.55933,1.68646
SULT2A1,14.4008,9.05036,4.59726,4.424282,3.974322,5.101063,4.534681,5.794081,6.472318,7.162085,2.07348,2.29446,1.71164,2.40756,2.32511,1.99843
LGI1,13.538,15.8532,15.8493,6.272622,8.518606,7.327362,6.386648,9.244156,7.929664,8.184215,1.77354,1.6617,2.38767,2.22173,1.7107,1.56075
NOX1,0.575791,1.30464,0,6.843739,9.844913,9.134458,7.024614,9.889087,8.872829,8.845742,1.80569,1.5057,1.60561,2.00695,1.83493,1.89148
SEMG1,13.2313,17.3168,10.6519,7.824921,6.242251,8.690224,8.645306,5.945829,6.424382,8.121586,1.98178,1.82443,1.8429,2.07207,1.57043,1.76512
DIO1,14.7364,55.6446,29.2798,9.445787,6.546578,7.087643,8.946564,5.74963,6.49399,8.171526,2.07796,1.65275,2.34005,3.02734,4.61141,2.87935
CDK17,9.16752,12.2277,20.4943,7.237601,6.006599,6.469803,7.381055,6.547397,8.756681,5.44669,2.99849,3.10234,2.93335,4.4363,2.83949,3.01531
UGT2B4,8.42451,9.43572,5.51285,6.524886,10.38688,11.47481,8.428914,9.294756,6.666839,9.129672,1.77607,1.70001,1.90453,1.88747,1.80531,1.59148
VIP,7.97465,9.33766,9.60222,7.402836,5.989321,5.988259,7.06038,4.585569,5.191228,5.067732,1.94012,2.01627,2.26297,2.71188,1.83062,2.1194
ADAM22,7.5644,10.2821,21.6171,5.966405,10.26877,10.31277,6.762475,9.996705,10.2955,8.195618,2.00148,1.80644,1.86695,2.71188,2.10756,1.87013
POLR3G,14.1886,19.0819,4.49975,6.146739,4.535309,5.750878,6.625404,4.807371,5.177819,5.232414,2.13457,2.11094,2.64426,2.71188,2.28778,2.32791
ZNF254,11.5748,20.1936,10.3042,10.048,6.866472,6.745874,8.447023,5.942323,7.530711,9.100742,3.81692,2.30303,2.90369,2.80701,2.45474,2.67379
CLDN11,13.7285,12.9504,11.0267,7.32735,8.361644,8.7969,8.269985,8.373592,8.246547,7.736756,2.03151,1.64749,2.02938,1.81831,1.56502,1.58802
G6PC1,5.27899,14.313,10.3886,4.064231,4.09522,4.27414,4.438749,5.095345,6.542128,6.502144,1.60145,1.50788,2.02424,3.4434,2.08699,1.88678
PTH,5.05453,6.40831,8.53452,6.440693,4.747087,4.474521,6.100051,3.212948,2.96879,4.318006,1.65082,1.34285,1.64509,2.04023,2.20604,1.90799
RAB27B,10.5979,8.30915,7.29553,5.283506,4.476151,9.101501,5.268122,3.144311,4.216988,4.607288,1.69782,1.76963,1.55175,3.36183,1.62986,1.84631
RPE65,11.9719,7.01131,7.50247,4.719468,5.208399,4.491302,5.113503,5.409279,6.183875,7.214395,1.83205,1.95767,1.64037,2.31408,2.31861,1.89788
MBTD1,14.0003,13.8008,9.26671,4.5167,3.656528,4.077409,4.542565,3.549778,3.797703,3.198432,2.22942,2.02663,2.29518,4.29426,2.31326,2.20992
MSTN,6.07074,15.7691,4.36636,6.990448,4.904842,5.42735,6.458896,5.79728,5.407971,4.967461,1.66013,1.89481,1.73125,1.44832,1.79489,1.90466
ZNF80,4.2699,8.73585,4.42158,3.683663,6.831424,2.614269,3.951635,5.753328,5.813793,6.257099,1.5494,1.90635,1.57644,2.02466,1.92658,1.55821
NOVA1,6.82865,5.71951,5.40995,1.901644,2.04418,1.954067,1.969897,1.963883,2.108148,2.04205,1.50682,1.82628,1.64173,2.0774,2.20604,2.01922
GRM7,8.22163,6.88964,6.42304,5.094481,4.659252,4.636964,4.620186,6.712818,4.783544,5.735212,1.54119,1.60214,1.70897,2.31074,2.22934,1.99699
PITX2,5.86788,5.53164,7.54982,7.043756,9.094383,8.741665,6.754309,9.27524,8.073914,8.945225,1.73721,2.98406,1.61516,1.98451,1.71321,1.54984
ASCL2,6.84662,8.77854,7.93693,4.553298,4.121155,6.789008,5.551829,8.200357,7.986126,5.165752,1.53561,1.54262,1.62487,2.26401,1.89853,1.60067
ATF7IP,12.8222,10.1536,10.2732,7.285658,12.11375,12.15812,8.858282,11.19421,11.10003,11.45759,2.15628,1.90586,2.11248,3.35427,2.57916,2.04022
PRO0255,3.91077,10.3099,7.85839,11.84967,8.859042,8.750851,11.58448,6.145392,7.730788,6.705359,1.61796,1.64694,1.86433,2.7461,2.20342,1.6585
ZNF711,8.93162,13.763,13.8931,9.072237,12.75982,11.88261,9.389977,12.25396,11.89794,11.89622,1.94012,1.75495,1.87142,2.71188,1.70038,1.66926
EPB41,7.28926,7.63232,5.57226,4.236039,3.615906,3.159606,4.053865,3.548338,2.959265,2.578955,1.68096,1.77592,2.02938,2.02724,2.09876,1.76512
CRISP3,9.81128,15.9401,18.2978,9.396372,8.767096,8.900856,9.109016,8.902092,8.617674,9.261379,1.98493,2.5103,2.6819,10.1396,10.9762,12.2331
POU1F1,11.8541,10.2826,9.84949,5.444356,5.510986,7.909956,5.414186,7.680622,9.082497,10.21401,1.53427,1.67312,1.77414,1.79466,1.84151,1.58299
SCN7A,11.3191,21.024,22.1378,5.580719,9.047037,8.385259,3.840817,8.317556,8.464882,7.251643,1.54119,1.76473,2.23237,2.57909,2.25648,2.02524
CACNA1G,5.84373,3.46816,7.8187,5.856904,7.97775,8.549293,5.453572,7.702648,6.694251,9.59988,1.89457,1.63712,1.76615,2.73586,2.20604,2.02164
DAZ1,9.23171,10.0222,7.74429,8.09621,6.467134,5.620269,7.751135,4.230871,4.079614,4.005831,1.58081,1.45436,1.81313,2.74278,1.66016,1.7167
TSPY10,12.6596,15.5004,26.4698,3.412423,3.17398,3.123943,3.025682,2.306113,3.093289,2.671416,1.8246,1.97229,2.41369,2.22899,2.14913,1.94527
PTPN22,14.7947,18.026,8.49726,4.26247,2.811339,3.165001,4.542669,2.623344,2.744099,2.30037,1.6583,1.7457,1.97033,2.31337,1.76828,1.62697
RAB9BP1,13.5212,9.19766,14.5405,4.505014,10.4725,10.0373,6.182261,9.98087,10.68469,9.584981,1.55968,1.67854,1.65945,2.3363,1.90926,1.43878
SRP72,12.0504,10.329,9.86415,5.436494,8.412575,5.581544,5.732489,8.18501,6.739425,6.630072,1.94012,1.71024,2.20604,1.84881,1.96618,1.86671
SSX4B,13.673,23.943,25.2933,5.105313,10.50185,9.958515,5.405261,9.605314,10.47321,10.71288,1.96153,2.07425,2.40681,2.17721,1.84045,1.98253
THOC5,10.1442,7.34073,17.4044,7.546428,10.93548,11.14627,7.530562,10.89554,9.694529,10.31284,1.62791,1.84277,2.29643,2.60507,1.74214,2.08722
ACOX1,13.1251,15.6602,18.866,6.844225,8.487684,7.785128,6.800044,8.25178,8.630988,8.166136,1.87719,2.19746,2.30207,3.4657,2.02321,2.10112
